topic_1,topic_2,count
graphs,historical-maps,5
graphs,dash,6
graphs,islam,6
graphs,networks,6
historical-maps,data-integration,9
historical-maps,knowledge-graphs,9
historical-maps,linked-spatio-temporal-data,9
historical-maps,spatio-temporal-data,9
historical-maps,spatio-temporal-knowledge-graphs,9
alpha,carpentries,8
alpha,carpentries,8
alpha,carpentries,9
alpha,carpentries,9
alpha,carpentries-incubator,8
alpha,carpentries-incubator,8
alpha,carpentries-incubator,9
alpha,carpentries-incubator,9
alpha,lesson,8
alpha,lesson,8
alpha,lesson,9
alpha,lesson,9
alpha,openrefine,9
alpha,spreadsheets,8
alpha,data-wrangling,9
alpha,database,9
alpha,sql,9
carpentries,carpentries-incubator,8
carpentries,carpentries-incubator,8
carpentries,carpentries-incubator,9
carpentries,carpentries-incubator,9
carpentries,carpentries-incubator,7
carpentries,lesson,8
carpentries,lesson,8
carpentries,lesson,9
carpentries,lesson,9
carpentries,lesson,7
carpentries,openrefine,9
carpentries,spreadsheets,8
carpentries,spreadsheets,7
carpentries,data-wrangling,9
carpentries,database,9
carpentries,sql,9
carpentries,pre-alpha,7
carpentries-incubator,lesson,8
carpentries-incubator,lesson,8
carpentries-incubator,lesson,9
carpentries-incubator,lesson,9
carpentries-incubator,lesson,7
carpentries-incubator,openrefine,9
carpentries-incubator,spreadsheets,8
carpentries-incubator,spreadsheets,7
carpentries-incubator,data-wrangling,9
carpentries-incubator,database,9
carpentries-incubator,sql,9
carpentries-incubator,pre-alpha,7
lesson,openrefine,9
lesson,spreadsheets,8
lesson,spreadsheets,7
lesson,data-wrangling,9
lesson,database,9
lesson,sql,9
lesson,pre-alpha,7
19th-century,gazetteer,8
19th-century,geographic-information-retrieval,8
19th-century,living-with-machines,8
19th-century,newspapers,8
19th-century,toponym-resolution,8
19th-century,argentina,12
19th-century,cuba,12
19th-century,genre,12
19th-century,linguistic-annotation,12
19th-century,mexico,12
19th-century,novels,12
19th-century,text-corpus,12
gazetteer,geographic-information-retrieval,8
gazetteer,living-with-machines,8
gazetteer,newspapers,8
gazetteer,toponym-resolution,8
gazetteer,calendar-dates,7
gazetteer,calendar-dates,8
gazetteer,flask,7
gazetteer,neo4j-database,8
gazetteer,openrefine,8
geographic-information-retrieval,living-with-machines,8
geographic-information-retrieval,newspapers,8
geographic-information-retrieval,toponym-resolution,8
geographic-information-retrieval,toponym-resolution,5
living-with-machines,newspapers,8
living-with-machines,toponym-resolution,8
living-with-machines,article,11
living-with-machines,information-retrieval,11
living-with-machines,nlp-pipeline,11
living-with-machines,ocr-quality,11
newspapers,toponym-resolution,8
newspapers,css,13
newspapers,html,13
newspapers,chicago,13
newspapers,chicago-times,13
newspapers,nell-nelson,13
newspapers,newspaper,13
newspapers,restoration,13
newspapers,series,13
newspapers,historical-newspapers,8
newspapers,data-analysis-python,8
newspapers,performing-arts,8
gutenberg,recommendation-system,6
gutenberg,textual-analysis,6
gutenberg,textual-similarity,6
gutenberg,character,12
gutenberg,hamlet,12
gutenberg,identification,12
gutenberg,polarity,12
gutenberg,shakespeare,12
gutenberg,shakespeare-plays,12
gutenberg,textblob,12
gutenberg,wip,12
recommendation-system,textual-analysis,6
recommendation-system,textual-similarity,6
textual-analysis,textual-similarity,6
textual-similarity,shakespeare,3
adventure,coreference,19
adventure,docker,19
adventure,ebooks,19
adventure,gutenberg-ebooks,19
adventure,literature-mining,19
adventure,named-entities,19
adventure,narrative,19
adventure,parser,19
adventure,parsey-mcparseface,19
adventure,person-narratives,19
adventure,syntaxnet,19
coreference,docker,19
coreference,ebooks,19
coreference,gutenberg-ebooks,19
coreference,literature-mining,19
coreference,named-entities,19
coreference,narrative,19
coreference,parser,19
coreference,parsey-mcparseface,19
coreference,person-narratives,19
coreference,syntaxnet,19
docker,ebooks,19
docker,gutenberg-ebooks,19
docker,literature-mining,19
docker,named-entities,19
docker,narrative,19
docker,parser,19
docker,parsey-mcparseface,19
docker,person-narratives,19
docker,syntaxnet,19
docker,corenlp,6
docker,jupyterlab,6
ebooks,gutenberg-ebooks,19
ebooks,literature-mining,19
ebooks,named-entities,19
ebooks,narrative,19
ebooks,parser,19
ebooks,parsey-mcparseface,19
ebooks,person-narratives,19
ebooks,syntaxnet,19
gutenberg-ebooks,literature-mining,19
gutenberg-ebooks,named-entities,19
gutenberg-ebooks,narrative,19
gutenberg-ebooks,parser,19
gutenberg-ebooks,parsey-mcparseface,19
gutenberg-ebooks,person-narratives,19
gutenberg-ebooks,syntaxnet,19
literature-mining,named-entities,19
literature-mining,narrative,19
literature-mining,parser,19
literature-mining,parsey-mcparseface,19
literature-mining,person-narratives,19
literature-mining,syntaxnet,19
literature-mining,corpus-data,13
literature-mining,computational-linguistics,13
literature-mining,computational-rhetoric,13
literature-mining,corpus-search,13
literature-mining,phrase-mining,13
literature-mining,rhetoric,13
literature-mining,search-algorithm,13
named-entities,narrative,19
named-entities,parser,19
named-entities,parsey-mcparseface,19
named-entities,person-narratives,19
named-entities,syntaxnet,19
narrative,parser,19
narrative,parsey-mcparseface,19
narrative,person-narratives,19
narrative,syntaxnet,19
narrative,science,16
narrative,essay,16
narrative,fable,16
narrative,fairy-tale,16
narrative,libretro,16
narrative,lyric,16
narrative,novel,16
narrative,prose,16
narrative,saga,16
parser,parsey-mcparseface,19
parser,person-narratives,19
parser,syntaxnet,19
parsey-mcparseface,person-narratives,19
parsey-mcparseface,syntaxnet,19
person-narratives,syntaxnet,19
article,information-retrieval,11
article,nlp-pipeline,11
article,ocr-quality,11
information-retrieval,nlp-pipeline,11
information-retrieval,ocr-quality,11
nlp-pipeline,ocr-quality,11
archiving,css,14
archiving,cultural,14
archiving,filesharing,14
archiving,html,14
archiving,html-directives,14
archiving,humanity,14
archiving,social,14
archiving,story,14
archiving,vision,14
archiving,web-app,14
css,cultural,14
css,filesharing,14
css,html,14
css,html,13
css,html,13
css,html,6
css,html,16
css,html-directives,14
css,humanity,14
css,social,14
css,story,14
css,vision,14
css,web-app,14
css,banksy,13
css,gallery,13
css,graffiti,13
css,kml,13
css,street-art,13
css,chicago,13
css,chicago-times,13
css,nell-nelson,13
css,newspaper,13
css,restoration,13
css,series,13
css,hip-hop,6
css,xpath,16
css,ethics,6
css,book-digitization,7
css,matter-js,7
css,riotjs,7
css,codifica-di-testi,16
css,dtd,16
css,esercizi,16
css,html-css-javascript,16
css,jquery-plugin,16
css,maphilight,16
css,text-encoding,16
cultural,filesharing,14
cultural,html,14
cultural,html-directives,14
cultural,humanity,14
cultural,social,14
cultural,story,14
cultural,vision,14
cultural,web-app,14
filesharing,html,14
filesharing,html-directives,14
filesharing,humanity,14
filesharing,social,14
filesharing,story,14
filesharing,vision,14
filesharing,web-app,14
html,html-directives,14
html,humanity,14
html,social,14
html,story,14
html,vision,14
html,web-app,14
html,banksy,13
html,gallery,13
html,graffiti,13
html,kml,13
html,street-art,13
html,chicago,13
html,chicago-times,13
html,nell-nelson,13
html,newspaper,13
html,restoration,13
html,series,13
html,hip-hop,6
html,beautifulsoup,18
html,beautifulsoup4,18
html,xpath,16
html,regular-expression,18
html,ethics,6
html,digital-editing,18
html,codifica-di-testi,16
html,dtd,16
html,esercizi,16
html,html-css-javascript,16
html,jquery-plugin,16
html,maphilight,16
html,text-encoding,16
html,digital-publishing,18
html,epub,18
html,epub3,18
html,regular-expressions,18
html,scripts,18
html,texts,18
html,word,18
html-directives,humanity,14
html-directives,social,14
html-directives,story,14
html-directives,vision,14
html-directives,web-app,14
humanity,social,14
humanity,story,14
humanity,vision,14
humanity,web-app,14
social,story,14
social,vision,14
social,web-app,14
story,vision,14
story,web-app,14
vision,web-app,14
history-of-computing,mkdocs,7
history-of-computing,mkdocs,7
history-of-computing,mkdocs,7
tutorial,francais,10
tutorial,humanites-numeriques,10
tutorial,journalism,10
tutorial,journalisme,10
tutorial,pandas,10
tutorial,tutoriel,10
tutorial,uqam,10
tutorial,scraper,4
tutorial,how-to,6
tutorial,scholarly-editing,6
tutorial,classical-chinese,4
accounting,economic-history,5
commit,digital-hub,18
commit,human,18
commit,humanist,18
commit,resource-pool,18
commit,teaching-git,18
commit,teaching-materials,18
commit,teaching-tools,18
commit,textual-scholarship,18
digital-hub,human,18
digital-hub,humanist,18
digital-hub,resource-pool,18
digital-hub,teaching-git,18
digital-hub,teaching-materials,18
digital-hub,teaching-tools,18
digital-hub,textual-scholarship,18
human,humanist,18
human,resource-pool,18
human,teaching-git,18
human,teaching-materials,18
human,teaching-tools,18
human,textual-scholarship,18
humanist,resource-pool,18
humanist,teaching-git,18
humanist,teaching-materials,18
humanist,teaching-tools,18
humanist,textual-scholarship,18
resource-pool,teaching-git,18
resource-pool,teaching-materials,18
resource-pool,teaching-tools,18
resource-pool,textual-scholarship,18
teaching-git,teaching-materials,18
teaching-git,teaching-tools,18
teaching-git,textual-scholarship,18
teaching-materials,teaching-tools,18
teaching-materials,textual-scholarship,18
teaching-materials,digital-methods,3
teaching-materials,digital-methods,3
teaching-materials,digital-classics,4
teaching-materials,colonial-america,5
teaching-materials,reavealjs,5
teaching-materials,seminar,4
teaching-tools,textual-scholarship,18
textual-scholarship,latex,6
textual-scholarship,digital-editing,10
textual-scholarship,experimental,10
textual-scholarship,james-joyce,10
textual-scholarship,ulysses,10
diva,iip,8
batch,cataloguing,9
batch,code4lib,9
batch,collection,9
batch,dublin-core,9
batch,lis,9
cataloguing,code4lib,9
cataloguing,collection,9
cataloguing,dublin-core,9
cataloguing,lis,9
code4lib,collection,9
code4lib,dublin-core,9
code4lib,lis,9
code4lib,runology,5
collection,dublin-core,9
collection,lis,9
dublin-core,lis,9
emacs,markup,9
emacs,tagger,9
markup,tagger,9
fulltext,library-carpentry,9
fulltext,multimedia-retrieval,9
fulltext,oai,9
fulltext,oai-analyzer,9
fulltext,python-script,9
fulltext,staatsbibliothek-zu-berlin,9
library-carpentry,multimedia-retrieval,9
library-carpentry,oai,9
library-carpentry,oai-analyzer,9
library-carpentry,python-script,9
library-carpentry,staatsbibliothek-zu-berlin,9
multimedia-retrieval,oai,9
multimedia-retrieval,oai-analyzer,9
multimedia-retrieval,python-script,9
multimedia-retrieval,staatsbibliothek-zu-berlin,9
oai,oai-analyzer,9
oai,python-script,9
oai,staatsbibliothek-zu-berlin,9
oai-analyzer,python-script,9
oai-analyzer,staatsbibliothek-zu-berlin,9
python-script,staatsbibliothek-zu-berlin,9
zotero-api,streamlite,5
rutracker,wikipedia,4
digital-projects,digital-public-humanities,7
digital-projects,textual-studies,7
digital-projects,wordsworth,7
digital-public-humanities,textual-studies,7
digital-public-humanities,wordsworth,7
textual-studies,wordsworth,7
banksy,gallery,13
banksy,graffiti,13
banksy,kml,13
banksy,street-art,13
gallery,graffiti,13
gallery,kml,13
gallery,street-art,13
graffiti,kml,13
graffiti,street-art,13
kml,street-art,13
digital-methods,social-network-analysis,5
digital-methods,twitter,5
social-network-analysis,twitter,5
social-network-analysis,ancient-history,4
social-network-analysis,history-of-the-ancient-near-east,4
social-network-analysis,latin-language,4
social-network-analysis,roman-comedy,4
twitter,webscraping,4
twitter,preprocessor,7
twitter,scraper,7
twitter,twint,7
twitter,twint,4
twitter,twitter-api,7
twitter,data-mining-python,7
twitter,pandas-dataframe,7
twitter,twitter-api-v2,7
humanidades-digitales,variante-de-autor,8
humanidades-digitales,xml-tei,8
humanidades-digitales,xslx,8
humanidades-digitales,hd,3
variante-de-autor,xml-tei,8
variante-de-autor,xslx,8
xml-tei,xslx,8
xml-tei,theatre-classique,3
xml-tei,tei-publisher,5
xml-tei,egyptology,6
xml-tei,philology,8
xml-tei,digital-philology,8
xml-tei,latex-document,6
xml-tei,lyrics,8
elasticsearch,jewish,7
elasticsearch,knowledge-graph,7
jewish,knowledge-graph,7
maxmsp,new-media,5
maxmsp,sonification,5
new-media,sonification,5
new-media,database,14
new-media,design,6
new-media,academic,6
new-media,minimalism,6
new-media,anthropology,14
new-media,content-management-system,14
new-media,ethnography,14
new-media,image,14
music,nasa,12
music,nasa-data,12
music,opendata,12
music,playlist,12
music,playlist,14
music,space,12
music,space-program,12
music,medieval,9
music,manuscript,9
music,mirador,9
music,computational-linguistics,14
music,rbma,4
music,text-mining-analysis,4
music,beyonce,14
music,black-culture,14
music,black-feminism,14
music,black-pride,14
music,computational-rhetoric,14
music,computational-writing,14
music,intersectionality,14
music,lyrical-analysis,14
music,solange,14
music,song-lyrics,14
nasa,nasa-data,12
nasa,opendata,12
nasa,playlist,12
nasa,space,12
nasa,space-program,12
nasa-data,opendata,12
nasa-data,playlist,12
nasa-data,space,12
nasa-data,space-program,12
opendata,playlist,12
opendata,space,12
opendata,space-program,12
playlist,space,12
playlist,space-program,12
playlist,computational-linguistics,14
playlist,beyonce,14
playlist,black-culture,14
playlist,black-feminism,14
playlist,black-pride,14
playlist,computational-rhetoric,14
playlist,computational-writing,14
playlist,intersectionality,14
playlist,lyrical-analysis,14
playlist,solange,14
playlist,song-lyrics,14
space,space-program,12
childrens-books,distant-reading,8
distant-reading,emotion-classification,8
distant-reading,emotion-detection,8
distant-reading,roberta,8
distant-reading,linguistic-analysis,6
distant-reading,web-api,6
data-integration,knowledge-graphs,9
data-integration,linked-spatio-temporal-data,9
data-integration,spatio-temporal-data,9
data-integration,spatio-temporal-knowledge-graphs,9
knowledge-graphs,linked-spatio-temporal-data,9
knowledge-graphs,spatio-temporal-data,9
knowledge-graphs,spatio-temporal-knowledge-graphs,9
linked-spatio-temporal-data,spatio-temporal-data,9
linked-spatio-temporal-data,spatio-temporal-knowledge-graphs,9
spatio-temporal-data,spatio-temporal-knowledge-graphs,9
caves-of-qud,digital-literature,12
caves-of-qud,electronic-literature,12
caves-of-qud,game-mod,12
caves-of-qud,game-modding,12
caves-of-qud,mod,12
caves-of-qud,modding,12
caves-of-qud,narrative-design,12
caves-of-qud,narrative-game,12
caves-of-qud,qud,12
digital-literature,electronic-literature,12
digital-literature,game-mod,12
digital-literature,game-modding,12
digital-literature,mod,12
digital-literature,modding,12
digital-literature,narrative-design,12
digital-literature,narrative-game,12
digital-literature,qud,12
digital-literature,public-domain,3
electronic-literature,game-mod,12
electronic-literature,game-modding,12
electronic-literature,mod,12
electronic-literature,modding,12
electronic-literature,narrative-design,12
electronic-literature,narrative-game,12
electronic-literature,qud,12
game-mod,game-modding,12
game-mod,mod,12
game-mod,modding,12
game-mod,narrative-design,12
game-mod,narrative-game,12
game-mod,qud,12
game-modding,mod,12
game-modding,modding,12
game-modding,narrative-design,12
game-modding,narrative-game,12
game-modding,qud,12
mod,modding,12
mod,narrative-design,12
mod,narrative-game,12
mod,qud,12
modding,narrative-design,12
modding,narrative-game,12
modding,qud,12
narrative-design,narrative-game,12
narrative-design,qud,12
narrative-game,qud,12
shiny-gui,stylo,6
shiny-gui,stylometry,6
stylo,stylometry,6
stylometry,audio-analysis,16
stylometry,botw,16
stylometry,breath-of-the-wild,16
stylometry,copyright,16
stylometry,genshin-impact,16
stylometry,ludomusicology,16
stylometry,screenshot-analysis,16
stylometry,video-games,16
stylometry,visual-analysis,16
stylometry,visualisation,16
stylometry,zelda,16
stylometry,zelda-botw,16
stylometry,zelda-breath-of-the-wild,16
stylometry,moore,6
stylometry,churchill,6
stylometry,exploratory-data-analysis,6
stylometry,political-history,6
stylometry,united-kingdom,6
stylometry,dhd2018,5
stylometry,keyness,5
stylometry,zeta,5
calendar-dates,flask,7
calendar-dates,neo4j-database,8
calendar-dates,openrefine,8
flask,ancient-latin,10
flask,latin,10
flask,photography,9
flask,solr,10
flask,association,9
flask,association-paris-historique,9
flask,inventaire,9
flask,library-catalogue,9
digital-scholarship,latin,15
digital-scholarship,topic-models,13
digital-scholarship,ancient-history,15
digital-scholarship,ancient-greek,15
digital-scholarship,ancient-languages,15
digital-scholarship,mediterranean,15
digital-scholarship,religious-studies,15
character,hamlet,12
character,identification,12
character,polarity,12
character,shakespeare,12
character,shakespeare-plays,12
character,textblob,12
character,wip,12
hamlet,identification,12
hamlet,polarity,12
hamlet,shakespeare,12
hamlet,shakespeare-plays,12
hamlet,textblob,12
hamlet,wip,12
identification,polarity,12
identification,shakespeare,12
identification,shakespeare-plays,12
identification,textblob,12
identification,wip,12
identification,gender,16
identification,gender-classification,16
identification,gender-classifier,16
identification,conversion,16
identification,classification,16
identification,classification-algorithm,16
identification,classifier,16
identification,converter,16
identification,converter-app,16
identification,gender-detection,16
identification,gender-recognition,16
identification,identity,16
identification,pronoun-id,16
identification,pronouns,16
polarity,shakespeare,12
polarity,shakespeare-plays,12
polarity,textblob,12
polarity,wip,12
shakespeare,shakespeare-plays,12
shakespeare,textblob,12
shakespeare,wip,12
shakespeare,alliteration,7
shakespeare,file-management,7
shakespeare,folger,7
shakespeare,fortune,4
shakespeare,quotes,4
shakespeare-plays,textblob,12
shakespeare-plays,wip,12
textblob,wip,12
ai-training,digital-classics,7
ai-training,greek-stopwords,7
ai-training,greek-synonyms,7
ai-training,paraphrase-search,7
digital-classics,greek-stopwords,7
digital-classics,greek-synonyms,7
digital-classics,paraphrase-search,7
digital-classics,education,6
digital-classics,chs,6
digital-classics,leipzig,6
digital-classics,sunoikisis,6
digital-classics,seminar,4
digital-classics,data-viz,3
greek-stopwords,greek-synonyms,7
greek-stopwords,paraphrase-search,7
greek-synonyms,paraphrase-search,7
age,age-bias,20
age,age-estimation,20
age,age-gender-estimation,20
age,ass-subtitles,20
age,deeplearning,20
age,face,20
age,face-analysis,20
age,face-classification,20
age,face-detection,20
age,face-tracking,20
age,gender,20
age,gender-bias,20
age,gender-classification,20
age,gender-classifier,20
age,pretrained-models,20
age,racial-bias,20
age-bias,age-estimation,20
age-bias,age-gender-estimation,20
age-bias,ass-subtitles,20
age-bias,deeplearning,20
age-bias,face,20
age-bias,face-analysis,20
age-bias,face-classification,20
age-bias,face-detection,20
age-bias,face-tracking,20
age-bias,gender,20
age-bias,gender-bias,20
age-bias,gender-classification,20
age-bias,gender-classifier,20
age-bias,pretrained-models,20
age-bias,racial-bias,20
age-estimation,age-gender-estimation,20
age-estimation,ass-subtitles,20
age-estimation,deeplearning,20
age-estimation,face,20
age-estimation,face-analysis,20
age-estimation,face-classification,20
age-estimation,face-detection,20
age-estimation,face-tracking,20
age-estimation,gender,20
age-estimation,gender-bias,20
age-estimation,gender-classification,20
age-estimation,gender-classifier,20
age-estimation,pretrained-models,20
age-estimation,racial-bias,20
age-gender-estimation,ass-subtitles,20
age-gender-estimation,deeplearning,20
age-gender-estimation,face,20
age-gender-estimation,face-analysis,20
age-gender-estimation,face-classification,20
age-gender-estimation,face-detection,20
age-gender-estimation,face-tracking,20
age-gender-estimation,gender,20
age-gender-estimation,gender-bias,20
age-gender-estimation,gender-classification,20
age-gender-estimation,gender-classifier,20
age-gender-estimation,pretrained-models,20
age-gender-estimation,racial-bias,20
ass-subtitles,deeplearning,20
ass-subtitles,face,20
ass-subtitles,face-analysis,20
ass-subtitles,face-classification,20
ass-subtitles,face-detection,20
ass-subtitles,face-tracking,20
ass-subtitles,gender,20
ass-subtitles,gender-bias,20
ass-subtitles,gender-classification,20
ass-subtitles,gender-classifier,20
ass-subtitles,pretrained-models,20
ass-subtitles,racial-bias,20
deeplearning,face,20
deeplearning,face-analysis,20
deeplearning,face-classification,20
deeplearning,face-detection,20
deeplearning,face-tracking,20
deeplearning,gender,20
deeplearning,gender-bias,20
deeplearning,gender-classification,20
deeplearning,gender-classifier,20
deeplearning,pretrained-models,20
deeplearning,racial-bias,20
face,face-analysis,20
face,face-classification,20
face,face-detection,20
face,face-tracking,20
face,gender,20
face,gender-bias,20
face,gender-classification,20
face,gender-classifier,20
face,pretrained-models,20
face,racial-bias,20
face-analysis,face-classification,20
face-analysis,face-detection,20
face-analysis,face-tracking,20
face-analysis,gender,20
face-analysis,gender-bias,20
face-analysis,gender-classification,20
face-analysis,gender-classifier,20
face-analysis,pretrained-models,20
face-analysis,racial-bias,20
face-classification,face-detection,20
face-classification,face-tracking,20
face-classification,gender,20
face-classification,gender-bias,20
face-classification,gender-classification,20
face-classification,gender-classifier,20
face-classification,pretrained-models,20
face-classification,racial-bias,20
face-detection,face-tracking,20
face-detection,gender,20
face-detection,gender-bias,20
face-detection,gender-classification,20
face-detection,gender-classifier,20
face-detection,pretrained-models,20
face-detection,racial-bias,20
face-tracking,gender,20
face-tracking,gender-bias,20
face-tracking,gender-classification,20
face-tracking,gender-classifier,20
face-tracking,pretrained-models,20
face-tracking,racial-bias,20
gender,gender-bias,20
gender,gender-classification,20
gender,gender-classification,16
gender,gender-classifier,20
gender,gender-classifier,16
gender,pretrained-models,20
gender,racial-bias,20
gender,conversion,16
gender,classification,16
gender,classification-algorithm,16
gender,classifier,16
gender,converter,16
gender,converter-app,16
gender,gender-detection,16
gender,gender-recognition,16
gender,identity,16
gender,pronoun-id,16
gender,pronouns,16
gender-bias,gender-classification,20
gender-bias,gender-classifier,20
gender-bias,pretrained-models,20
gender-bias,racial-bias,20
gender-classification,gender-classifier,20
gender-classification,gender-classifier,16
gender-classification,pretrained-models,20
gender-classification,racial-bias,20
gender-classification,conversion,16
gender-classification,classification,16
gender-classification,classification-algorithm,16
gender-classification,classifier,16
gender-classification,converter,16
gender-classification,converter-app,16
gender-classification,gender-detection,16
gender-classification,gender-recognition,16
gender-classification,identity,16
gender-classification,pronoun-id,16
gender-classification,pronouns,16
gender-classifier,pretrained-models,20
gender-classifier,racial-bias,20
gender-classifier,conversion,16
gender-classifier,classification,16
gender-classifier,classification-algorithm,16
gender-classifier,classifier,16
gender-classifier,converter,16
gender-classifier,converter-app,16
gender-classifier,gender-detection,16
gender-classifier,gender-recognition,16
gender-classifier,identity,16
gender-classifier,pronoun-id,16
gender-classifier,pronouns,16
pretrained-models,racial-bias,20
game-of-thrones,got,4
game-of-thrones,word2vec,4
got,word2vec,4
word2vec,emnlp,7
word2vec,interpretable-models,7
word2vec,word-movers-distance,7
neo4j-database,openrefine,8
digital-images,iiif-server,4
spreadsheets,pre-alpha,7
hugo,hugo-site,6
hugo,periodical,6
hugo,publication,6
hugo-site,periodical,6
hugo-site,publication,6
periodical,publication,6
archiving-datasets,digital-preservation,4
heritage-newspapers,ibm-watson-visual-recognition,6
heritage-newspapers,object-detection,6
heritage-newspapers,visual-studies,6
heritage-newspapers,yolov3,6
ibm-watson-visual-recognition,object-detection,6
ibm-watson-visual-recognition,visual-studies,6
ibm-watson-visual-recognition,yolov3,6
object-detection,visual-studies,6
object-detection,yolov3,6
visual-studies,yolov3,6
discourse-analysis,media-discourse,6
discourse-analysis,migration,6
discourse-analysis,social-meaning,6
discourse-analysis,word2vec-algorithm,6
media-discourse,migration,6
media-discourse,social-meaning,6
media-discourse,word2vec-algorithm,6
migration,social-meaning,6
migration,word2vec-algorithm,6
migration,modernism,7
migration,preservation,7
social-meaning,word2vec-algorithm,6
ancient-latin,biblatex,11
ancient-latin,epidoc,11
ancient-latin,geojson,11
ancient-latin,latin,11
ancient-latin,latin,10
ancient-latin,latin,10
ancient-latin,solr,10
ancient-latin,lawdi,10
ancient-latin,turtle,10
biblatex,epidoc,11
biblatex,geojson,11
biblatex,latin,11
epidoc,geojson,11
epidoc,latin,11
epidoc,learning,12
epidoc,learning-resources,12
epidoc,epidoc-xml-markup,12
epidoc,tei-markup,12
epidoc,xpath,12
geojson,latin,11
latin,cltk,3
latin,blog,6
latin,greek,6
latin,learning,11
latin,solr,10
latin,lawdi,10
latin,turtle,10
latin,graph-analysis,5
latin,middle-high-german,5
latin,old-norse,5
latin,digital-editing,6
latin,senior-project,5
latin,cheeky,11
latin,cscl,11
latin,educational,11
latin,edutainment,11
latin,game,11
latin,personal-project,11
latin,phonology,6
latin,pos-tagger,6
latin,pos-tagging,6
latin,ancient-history,15
latin,ancient-greek,15
latin,ancient-languages,15
latin,mediterranean,15
latin,religious-studies,15
latin,digital-epigraphy,5
latin,hagiography,6
latin,old-books,3
francais,humanites-numeriques,10
francais,journalism,10
francais,journalisme,10
francais,pandas,10
francais,tutoriel,10
francais,uqam,10
humanites-numeriques,journalism,10
humanites-numeriques,journalisme,10
humanites-numeriques,pandas,10
humanites-numeriques,tutoriel,10
humanites-numeriques,uqam,10
journalism,journalisme,10
journalism,journalisme,8
journalism,pandas,10
journalism,tutoriel,10
journalism,uqam,10
journalism,canada,8
journalism,culture,8
journalism,data-journalism,8
journalism,devoir,8
journalism,quebec,8
journalisme,pandas,10
journalisme,tutoriel,10
journalisme,uqam,10
journalisme,canada,8
journalisme,culture,8
journalisme,data-journalism,8
journalisme,devoir,8
journalisme,quebec,8
pandas,tutoriel,10
pandas,uqam,10
pandas,geschichte,8
pandas,prussian,8
tutoriel,uqam,10
chicago,chicago-times,13
chicago,nell-nelson,13
chicago,newspaper,13
chicago,restoration,13
chicago,series,13
chicago-times,nell-nelson,13
chicago-times,newspaper,13
chicago-times,restoration,13
chicago-times,series,13
nell-nelson,newspaper,13
nell-nelson,restoration,13
nell-nelson,series,13
newspaper,restoration,13
newspaper,series,13
newspaper,baltic,9
newspaper,climate,9
newspaper,german-language,9
newspaper,weather,9
restoration,series,13
language-documentation,transliteration,8
language-documentation,documentary-linguistics,10
language-documentation,documentary-linguistics,8
language-documentation,documentary-linguistics,7
language-documentation,documentary-linguistics,15
language-documentation,documentary-linguistics,7
language-documentation,glosses,10
language-documentation,scription,10
language-documentation,scription,8
language-documentation,scription-files,10
language-documentation,computational-linguistics,7
language-documentation,descriptive-linguistics,15
language-documentation,language-description,15
language-documentation,lexicography,15
language-documentation,lexicon,15
geocoder,text-visualization,4
text-visualization,chinese-language,11
text-visualization,chinese-nlp,11
text-visualization,programming-language,11
cmudict,metrical-parser,8
cmudict,rhythm,8
cmudict,spacy,8
metrical-parser,rhythm,8
metrical-parser,spacy,8
rhythm,spacy,8
spacy,clarin,14
spacy,elexis,14
spacy,ilc-cnr,14
spacy,manual-annotations,14
spacy,mapping-algorithms,14
spacy,mapping-tools,14
spacy,sense-inventory,14
spacy,spacy-nlp,14
spacy,word-embeddings,14
spacy,word-sense,14
spacy,word-sense-disambiguation,14
spacy,news,7
spacy,beautifulsoup,5
spacy,preprocessing,7
spacy,fastapi,5
spacy,whoosh,5
text-processing,arabic,11
text-processing,image-processing,11
text-processing,kraken,11
text-processing,text-fabric,11
text-processing,wisdom,11
text-processing,workflow,11
text-processing,gutenberg-project,11
text-processing,regex,11
text-processing,regex-pattern,11
text-processing,regexp,11
text-processing,regular-expression,11
text-processing,text-preprocessing,11
mets,mods,6
mets,qurator,6
mods,qurator,6
corpus-navigation,semantic-role-labeling,3
hatespeech,methodology,8
hatespeech,sociotechnical,8
hatespeech,theory,8
hatespeech,violence,8
methodology,sociotechnical,8
methodology,theory,8
methodology,violence,8
sociotechnical,theory,8
sociotechnical,violence,8
theory,violence,8
science-fiction,typography,3
science-fiction,logistic-regression,5
science-fiction,meillassoux,5
brooklyn,hocr,8
brooklyn,hocr,8
brooklyn,manhattan,8
brooklyn,manhattan,8
brooklyn,new-york-city-directories,8
brooklyn,new-york-city-directories,8
brooklyn,nypl,8
brooklyn,nypl,8
brooklyn,pdfs,8
brooklyn,business-directories,8
hocr,manhattan,8
hocr,manhattan,8
hocr,new-york-city-directories,8
hocr,new-york-city-directories,8
hocr,nypl,8
hocr,nypl,8
hocr,pdfs,8
hocr,business-directories,8
manhattan,new-york-city-directories,8
manhattan,new-york-city-directories,8
manhattan,nypl,8
manhattan,nypl,8
manhattan,pdfs,8
manhattan,business-directories,8
new-york-city-directories,nypl,8
new-york-city-directories,nypl,8
new-york-city-directories,pdfs,8
new-york-city-directories,business-directories,8
nypl,pdfs,8
nypl,business-directories,8
documentary-linguistics,glosses,10
documentary-linguistics,scription,10
documentary-linguistics,scription,8
documentary-linguistics,scription-files,10
documentary-linguistics,computational-linguistics,7
